# mgf_spectrum_id,mgf_inchikey,mgf_smiles,mibig_id,mibig_name,mibig_inchi,mibig_smiles
CCMSLIB00000001552,USXIYWCPCGVOKF-NOENWEJRSA-N,C[C@H]1[C@H](CCCC(C)(Cl)Cl)OC(=O)C2=CSC(=N2)[C@@H](OC(C)=O)C(C)(C)OC(=O)C2=CSC(=N2)[C@@H](OC1=O)C(C)(C)O,BGC0001000,Hectochlorin,USXIYWCPCGVOKF-NOENWEJRSA-N,C[C@H]1[C@H](CCCC(C)(Cl)Cl)OC(=O)C2=CSC(=N2)[C@@H](OC(C)=O)C(C)(C)OC(=O)C2=CSC(=N2)[C@@H](OC1=O)C(C)(C)O
CCMSLIB00005435737,PCZOHLXUXFIOCF-BXMDZJJMSA-N,CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,BGC0000098,Monacolin K,PCZOHLXUXFIOCF-YPQFMRJXSA-N,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@H](C)CC
CCMSLIB00005435738,PCZOHLXUXFIOCF-BXMDZJJMSA-N,(CC(=O)O3)O)C,BGC0000088,Monacolin K,PCZOHLXUXFIOCF-YPQFMRJXSA-N,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@H](C)CC
CCMSLIB00005435738,PCZOHLXUXFIOCF-BXMDZJJMSA-N,(CC(=O)O3)O)C,BGC0000089,lovastatin,PCZOHLXUXFIOCF-BXMDZJJMSA-N,CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C
CCMSLIB00005435738,PCZOHLXUXFIOCF-BXMDZJJMSA-N,(CC(=O)O3)O)C,BGC0000098,Monacolin K,PCZOHLXUXFIOCF-YPQFMRJXSA-N,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@H](C)CC
CCMSLIB00005435739,PCZOHLXUXFIOCF-BXMDZJJMSA-N,CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,BGC0000088,Monacolin K,PCZOHLXUXFIOCF-YPQFMRJXSA-N,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@H](C)CC
CCMSLIB00005435739,PCZOHLXUXFIOCF-BXMDZJJMSA-N,CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,BGC0000089,lovastatin,PCZOHLXUXFIOCF-BXMDZJJMSA-N,CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C
CCMSLIB00005435739,PCZOHLXUXFIOCF-BXMDZJJMSA-N,CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,BGC0000098,Monacolin K,PCZOHLXUXFIOCF-YPQFMRJXSA-N,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@H](C)CC
CCMSLIB00005435750,JHYVWAMMAMCUIR-UHFFFAOYSA-N,CC1(CSC(=N1)C(C)(C)C(C2CSC(N2)C3CSC(=N3)C4=CC=CC=C4O)O)C(=O)O,BGC0000467,Yersiniabactin,JHYVWAMMAMCUIR-UHFFFAOYSA-N,CC(C)(C(O)C1CSC(N1)C1CSC(=N1)C1=CC=CC=C1O)C1=NC(C)(CS1)C(O)=O
CCMSLIB00005435752,SERBHKJMVBATSJ-BZSNNMDCSA-N,C1C(C(=O)OCC(C(=O)OCC(C(=O)O1)NC(=O)C2=C(C(=CC=C2)O)O)NC(=O)C3=C(C(=CC=C3)O)O)NC(=O)C4=C(C(=CC=C4)O)O,BGC0000343,Enterobactin,SERBHKJMVBATSJ-UHFFFAOYSA-N,OC1=C(O)C(=CC=C1)C(=O)NC1COC(=O)C(COC(=O)C(COC1=O)NC(=O)C1=CC=CC(O)=C1O)NC(=O)C1=CC=CC(O)=C1O
CCMSLIB00005435760,JLSVDPQAIKFBTO-CFEYTUSBSA-N,O=C1C=C(OC)C(C)=C(/C=C/C=C/C=C/C(C)=C/[C@]2(C)[C@H](O)[C@](O)(C)[C@@H](C)O2)O1,BGC0001400,citreoviridin,JLSVDPQAIKFBTO-OMCRQDLASA-N,C[C@@H]1[C@]([C@H]([C@](O1)(C)/C=C(\C)/C=C/C=C/C=C/C2=C(C(=CC(=O)O2)OC)C)O)(C)O
CCMSLIB00005435761,JLSVDPQAIKFBTO-CFEYTUSBSA-N,O=C1C=C(OC)C(C)=C(/C=C/C=C/C=C/C(C)=C/[C@]2(C)[C@H](O)[C@](O)(C)[C@@H](C)O2)O1,BGC0001400,citreoviridin,JLSVDPQAIKFBTO-OMCRQDLASA-N,C[C@@H]1[C@]([C@H]([C@](O1)(C)/C=C(\C)/C=C/C=C/C=C/C2=C(C(=CC(=O)O2)OC)C)O)(C)O
CCMSLIB00005435762,YHHLNGAZCXMCEW-JJIBRWJFSA-N,CC(C(NC1=O)C(NC(C(OC(CCC(C)CC(C)CC(C)CC(C)/C=C1\C)C)=O)C(C)CC)=O)C,BGC0001816,valactamide A,YHHLNGAZCXMCEW-YZJMRPAMSA-N,CCC(C)[C@H]1C(=O)OC(CCC(CC(CC(CC(/C=C(/C(=O)N[C@H](C(=O)N1)C(C)C)\C)C)C)C)C)C
CCMSLIB00005435898,VQOXZBDYSJBXMA-VHFLTRTASA-N,C[C@H]1/C=C/C=C/CC/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H]([C@@H](CC[C@H](C[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@@H]3[C@@H]([C@@H]([C@H]([C@@H](O3)C)O)N)O,BGC0000115,nystatin A1,VQOXZBDYSJBXMA-NQTDYLQESA-N,C[C@H]1/C=C/C=C/CC/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H]([C@@H](CC[C@H](C[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O
CCMSLIB00005435898,VQOXZBDYSJBXMA-VHFLTRTASA-N,C[C@H]1/C=C/C=C/CC/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H]([C@@H](CC[C@H](C[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@@H]3[C@@H]([C@@H]([C@H]([C@@H](O3)C)O)N)O,BGC0001709,nystatin,VQOXZBDYSJBXMA-RKEBNKJGSA-N,C[C@H]1/C=C/C=C/CC/C=C/C=C/C=C/C=C/C(CC2C(C(C[C@](O2)(CC(C(CCC(CC(CC(CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O
CCMSLIB00005435926,UBQYURCVBFRUQT-UHFFFAOYSA-N,CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O,BGC0000940,Desferrioxamin B,UBQYURCVBFRUQT-UHFFFAOYSA-N,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN
CCMSLIB00005435926,UBQYURCVBFRUQT-UHFFFAOYSA-N,CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O,BGC0000941,Desferrioxamin B,UBQYURCVBFRUQT-UHFFFAOYSA-N,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN
CCMSLIB00005435926,UBQYURCVBFRUQT-UHFFFAOYSA-N,CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O,BGC0001453,desferrioxamine,UBQYURCVBFRUQT-UHFFFAOYSA-N,CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O
CCMSLIB00005435927,UBQYURCVBFRUQT-UHFFFAOYSA-N,CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O,BGC0000940,Desferrioxamin B,UBQYURCVBFRUQT-UHFFFAOYSA-N,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN
CCMSLIB00005435927,UBQYURCVBFRUQT-UHFFFAOYSA-N,CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O,BGC0000941,Desferrioxamin B,UBQYURCVBFRUQT-UHFFFAOYSA-N,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN
CCMSLIB00005435927,UBQYURCVBFRUQT-UHFFFAOYSA-N,CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O,BGC0001453,desferrioxamine,UBQYURCVBFRUQT-UHFFFAOYSA-N,CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O
CCMSLIB00005435928,HZZVJAQRINQKSD-PBFISZAISA-N,C1[C@@H]2N(C1=O)[C@H](/C(=C/CO)/O2)C(=O)O,BGC0000841,Clavulanic acid,HZZVJAQRINQKSD-INJCQMSSSA-N,OC\C=C1\O[C@@H]2CC(=O)N2[C@H]1C(O)=O
CCMSLIB00005435928,HZZVJAQRINQKSD-PBFISZAISA-N,C1[C@@H]2N(C1=O)[C@H](/C(=C/CO)/O2)C(=O)O,BGC0000844,Clavulanic acid,HZZVJAQRINQKSD-INJCQMSSSA-N,OC\C=C1\O[C@@H]2CC(=O)N2[C@H]1C(O)=O
CCMSLIB00005435928,HZZVJAQRINQKSD-PBFISZAISA-N,C1[C@@H]2N(C1=O)[C@H](/C(=C/CO)/O2)C(=O)O,BGC0000845,clavulanic acid,HZZVJAQRINQKSD-PBFISZAISA-N,C1[C@@H]2N(C1=O)[C@H](/C(=C/CO)/O2)C(=O)O
CCMSLIB00005435929,HZZVJAQRINQKSD-PBFISZAISA-N,C1[C@@H]2N(C1=O)[C@H](/C(=C/CO)/O2)C(=O)O,BGC0000841,Clavulanic acid,HZZVJAQRINQKSD-INJCQMSSSA-N,OC\C=C1\O[C@@H]2CC(=O)N2[C@H]1C(O)=O
CCMSLIB00005435929,HZZVJAQRINQKSD-PBFISZAISA-N,C1[C@@H]2N(C1=O)[C@H](/C(=C/CO)/O2)C(=O)O,BGC0000844,Clavulanic acid,HZZVJAQRINQKSD-INJCQMSSSA-N,OC\C=C1\O[C@@H]2CC(=O)N2[C@H]1C(O)=O
CCMSLIB00005435929,HZZVJAQRINQKSD-PBFISZAISA-N,C1[C@@H]2N(C1=O)[C@H](/C(=C/CO)/O2)C(=O)O,BGC0000845,clavulanic acid,HZZVJAQRINQKSD-PBFISZAISA-N,C1[C@@H]2N(C1=O)[C@H](/C(=C/CO)/O2)C(=O)O
CCMSLIB00005435930,LXWBXEWUSAABOA-UHFFFAOYSA-N,COC1(C2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CCCC(C(=O)O)N,BGC0000319,Cephamycin C,LXWBXEWUSAABOA-YQIDSGEHSA-N,CO[C@]1(NC(=O)CCCC(N)C(O)=O)C2SCC(COC(N)=O)=C(N2C1=O)C(O)=O
CCMSLIB00005435933,WQXNXVUDBPYKBA-YFKPBYRVSA-N,CC1=NCC[C@H](N1)C(=O)O,BGC0000852,ectoine,WQXNXVUDBPYKBA-YFKPBYRVSA-N,CC1=NCC[C@H](N1)C(=O)O
CCMSLIB00005435933,WQXNXVUDBPYKBA-YFKPBYRVSA-N,CC1=NCC[C@H](N1)C(=O)O,BGC0000853,ectoine,WQXNXVUDBPYKBA-YFKPBYRVSA-N,CC1=NCC[C@H](N1)C(=O)O
CCMSLIB00005435933,WQXNXVUDBPYKBA-YFKPBYRVSA-N,CC1=NCC[C@H](N1)C(=O)O,BGC0000854,ectoine,WQXNXVUDBPYKBA-YFKPBYRVSA-N,CC1=NCC[C@H](N1)C(=O)O
CCMSLIB00005435933,WQXNXVUDBPYKBA-YFKPBYRVSA-N,CC1=NCC[C@H](N1)C(=O)O,BGC0000855,ectoine,WQXNXVUDBPYKBA-YFKPBYRVSA-N,CC1=NCC[C@H](N1)C(=O)O
CCMSLIB00005435933,WQXNXVUDBPYKBA-YFKPBYRVSA-N,CC1=NCC[C@H](N1)C(=O)O,BGC0000856,ectoine,WQXNXVUDBPYKBA-YFKPBYRVSA-N,CC1=NCC[C@H](N1)C(=O)O
CCMSLIB00005435933,WQXNXVUDBPYKBA-YFKPBYRVSA-N,CC1=NCC[C@H](N1)C(=O)O,BGC0000857,ectoine,WQXNXVUDBPYKBA-YFKPBYRVSA-N,CC1=NCC[C@H](N1)C(=O)O
CCMSLIB00005435933,WQXNXVUDBPYKBA-YFKPBYRVSA-N,CC1=NCC[C@H](N1)C(=O)O,BGC0000858,ectoine,WQXNXVUDBPYKBA-YFKPBYRVSA-N,CC1=NCC[C@H](N1)C(=O)O
CCMSLIB00005435933,WQXNXVUDBPYKBA-YFKPBYRVSA-N,CC1=NCC[C@H](N1)C(=O)O,BGC0000859,ectoine,WQXNXVUDBPYKBA-YFKPBYRVSA-N,CC1=NCC[C@H](N1)C(=O)O
CCMSLIB00005435933,WQXNXVUDBPYKBA-YFKPBYRVSA-N,CC1=NCC[C@H](N1)C(=O)O,BGC0000860,ectoine,WQXNXVUDBPYKBA-YFKPBYRVSA-N,CC1=NCC[C@H](N1)C(=O)O
CCMSLIB00005435934,HBUNPJGMNVQSBX-UHFFFAOYSA-N,CC(=O)NC1=C2C(=CSS2)NC1=O,BGC0000373,Holomycin,HBUNPJGMNVQSBX-UHFFFAOYSA-N,CC(=O)NC1=C2SSC=C2NC1=O
CCMSLIB00005435935,MHMRAFONCSQAIA-UHFFFAOYSA-N,CC(=O)NC1=C2C(=CSS2)N(C1=O)C,BGC0001193,Thiolutin,MHMRAFONCSQAIA-UHFFFAOYSA-N,CN1C(=O)C(NC(C)=O)=C2SSC=C12
CCMSLIB00005435936,FPVKHBSQESCIEP-JQCXWYLXSA-N,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2NC=NC[C@H]3O)CO)O,BGC0001735,pentostatine,FPVKHBSQESCIEP-JQCXWYLXSA-N,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2NC=NC[C@H]3O)CO)O
CCMSLIB00005435947,FTVWIRXFELQLPI-UHFFFAOYSA-N,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,BGC0001310,naringenin,FTVWIRXFELQLPI-UHFFFAOYSA-N,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O
CCMSLIB00005435950,KISDGNGREAJPQR-UHFFFAOYSA-N,CC(C)C1C(=O)NC(CC2=CNC3=C(C=CC(=C23)N1C)C(C)(CCC=C(C)C)C=C)CO,BGC0000384,Lyngbyatoxin,KISDGNGREAJPQR-OICBGKIFSA-N,CC(C)[C@H]1C(=O)N[C@@H](CC2=CNC3=C(C=CC(=C23)N1C)[C@](C)(CCC=C(C)C)C=C)CO
CCMSLIB00005435951,KISDGNGREAJPQR-UHFFFAOYSA-N,CC(C)C1C(=O)NC(CC2=CNC3=C(C=CC(=C23)N1C)C(C)(CCC=C(C)C)C=C)CO,BGC0000384,Lyngbyatoxin,KISDGNGREAJPQR-OICBGKIFSA-N,CC(C)[C@H]1C(=O)N[C@@H](CC2=CNC3=C(C=CC(=C23)N1C)[C@](C)(CCC=C(C)C)C=C)CO
CCMSLIB00005436021,SPWSUFUPTSJWNG-JJUKSXGLSA-N,CC(C)(C=C)[C@@]12C[C@H]3C(=O)N/C(=C/c4cnc[nH]4)/C(=O)N3[C@@H]1Nc5c2cccc5,BGC0000420,Roquefortine C,SPWSUFUPTSJWNG-JJUKSXGLSA-N,[H][C@@]12NC3=C(C=CC=C3)[C@@]1(C[C@@H]1N2C(=O)\C(NC1=O)=C/C1=CN=CN1)C(C)(C)C=C
CCMSLIB00005436034,RJVBVECTCMRNFG-AVGPAGKCSA-N,C[C@H]1C[C@H](C[C@@H](O1)CC[C@H](C)[C@@H]([C@H](C)[C@@H]2[C@H]([C@@H](C[C@@H]([C@@H]([C@H](C[C@@H]3CC=C[C@H](O3)C[C@H](C/C=C(/C=C/C(=O)O[C@@H](C([C@@H](C[C@@H]([C@@H]([C@H](C[C@@H]4CC=C[C@H](O4)C[C@H](C/C=C(/C=C/C(=O)O2)\C)O)OC)C)O)O)C)[C@@H](C)[C@H]([C@@H](C)CC[C@H]5C[C@@H](C[C@@H](O5)C)OC)O)\C)O)OC)C)O)O)C)O)OC,BGC0001795,swinholide A,RJVBVECTCMRNFG-HEQAHCIESA-N,C[C@@H]1O[C@H](C[C@@H](C1)OC)CC[C@@H]([C@H](O)[C@@H]([C@H]2OC(=O)/C=C\C(=C/C[C@@H](C[C@H]3O[C@H](C[C@@H]([C@H]([C@H](C[C@H]([C@@H]([C@H](OC(=O)/C=C\C(=C/C[C@@H](C[C@H]4O[C@H](C[C@@H]([C@H]([C@H](C[C@H]([C@@H]2C)O)O)C)OC)CC=C4)O)\C)[C@H]([C@@H](O)[C@H](CC[C@@H]5O[C@H](C[C@H](C5)OC)C)C)C)C)O)O)C)OC)CC=C3)O)\C)C)C
CCMSLIB00005436037,YNCMLFHHXWETLD-UHFFFAOYSA-N,CN1C2=CC=CC=C2N=C3C1=CC=CC3=O,BGC0000936,Pyocyanine,YNCMLFHHXWETLD-UHFFFAOYSA-N,CN1C2=CC=CC=C2N=C2C(=O)C=CC=C12
CCMSLIB00000077092,OJMMVQQUTAEWLP-HZUSHKNOSA-N,CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@@H](C)O)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@@H]2O,BGC0000907,lincomycin,OJMMVQQUTAEWLP-KIDUDLJLSA-N,CCC[C@@H]1C[C@@H](C(N[C@H]([C@H](O)C)[C@@H]2[C@H](O)[C@H](O)[C@@H](O)[C@@H](SC)O2)=O)N(C)C1
CCMSLIB00000841660,WIIZWVCIJKGZOK-RKDXNWHRSA-N,OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O,BGC0000893,Chloramphenicol,WIIZWVCIJKGZOK-UHFFFAOYSA-N,OCC(NC(=O)C(Cl)Cl)C(O)C1=CC=C(C=C1)N(=O)=O
CCMSLIB00000841661,WIIZWVCIJKGZOK-RKDXNWHRSA-N,OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O,BGC0000893,Chloramphenicol,WIIZWVCIJKGZOK-UHFFFAOYSA-N,OCC(NC(=O)C(Cl)Cl)C(O)C1=CC=C(C=C1)N(=O)=O
CCMSLIB00000841832,GAOZTHIDHYLHMS-GDMSFIFLSA-N,CC[C@]1(CC[C@@H](O1)[C@@]1(C)CC[C@]2(C[C@H](O)[C@@H](C)[C@H](O2)[C@H](C)[C@H](OC)[C@@H](C)C(O)=O)O1)[C@H]1O[C@@H](C[C@H]1C)[C@H]1O[C@@](O)(CO)[C@H](C)C[C@@H]1C,BGC0000100,Monensin,GAOZTHIDHYLHMS-UHFFFAOYSA-N,CCC1(CCC(O1)C1(C)CCC2(CC(O)C(C)C(O2)C(C)C(OC)C(C)C(O)=O)O1)C1OC(CC1C)C1OC(O)(CO)C(C)CC1C
CCMSLIB00000841832,GAOZTHIDHYLHMS-GDMSFIFLSA-N,CC[C@]1(CC[C@@H](O1)[C@@]1(C)CC[C@]2(C[C@H](O)[C@@H](C)[C@H](O2)[C@H](C)[C@H](OC)[C@@H](C)C(O)=O)O1)[C@H]1O[C@@H](C[C@H]1C)[C@H]1O[C@@](O)(CO)[C@H](C)C[C@@H]1C,BGC0001670,monensin,GAOZTHIDHYLHMS-UHFFFAOYSA-N,CCC1(CCC(O1)C1(C)CCC2(CC(O)C(C)C(O2)C(C)C(OC)C(C)C(O)=O)O1)C1OC(CC1C)C1OC(O)(CO)C(C)CC1C
CCMSLIB00000841899,HPNSFSBZBAHARI-RUDMXATFSA-N,COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)CCC(O)=O,BGC0000104,Mycophenolic acid,HPNSFSBZBAHARI-RUDMXATFSA-N,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C
CCMSLIB00000841899,HPNSFSBZBAHARI-RUDMXATFSA-N,COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)CCC(O)=O,BGC0001677,mycophenolic acid,HPNSFSBZBAHARI-RUDMXATFSA-N,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C
CCMSLIB00000841900,HPNSFSBZBAHARI-RUDMXATFSA-N,COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)CCC(O)=O,BGC0000104,Mycophenolic acid,HPNSFSBZBAHARI-RUDMXATFSA-N,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C
CCMSLIB00000841900,HPNSFSBZBAHARI-RUDMXATFSA-N,COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)CCC(O)=O,BGC0001677,mycophenolic acid,HPNSFSBZBAHARI-RUDMXATFSA-N,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C
CCMSLIB00000579362,WIIZWVCIJKGZOK-RKDXNWHRSA-N,OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O,BGC0000893,Chloramphenicol,WIIZWVCIJKGZOK-UHFFFAOYSA-N,OCC(NC(=O)C(Cl)Cl)C(O)C1=CC=C(C=C1)N(=O)=O
CCMSLIB00000579388,HPNSFSBZBAHARI-RUDMXATFSA-N,COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)CCC(O)=O,BGC0000104,Mycophenolic acid,HPNSFSBZBAHARI-RUDMXATFSA-N,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C
CCMSLIB00000579388,HPNSFSBZBAHARI-RUDMXATFSA-N,COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)CCC(O)=O,BGC0001677,mycophenolic acid,HPNSFSBZBAHARI-RUDMXATFSA-N,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C
CCMSLIB00000579569,GAOZTHIDHYLHMS-GDMSFIFLSA-N,CC[C@]1(CC[C@@H](O1)[C@@]1(C)CC[C@]2(C[C@H](O)[C@@H](C)[C@H](O2)[C@H](C)[C@H](OC)[C@@H](C)C(O)=O)O1)[C@H]1O[C@@H](C[C@H]1C)[C@H]1O[C@@](O)(CO)[C@H](C)C[C@@H]1C,BGC0000100,Monensin,GAOZTHIDHYLHMS-UHFFFAOYSA-N,CCC1(CCC(O1)C1(C)CCC2(CC(O)C(C)C(O2)C(C)C(OC)C(C)C(O)=O)O1)C1OC(CC1C)C1OC(O)(CO)C(C)CC1C
CCMSLIB00000579569,GAOZTHIDHYLHMS-GDMSFIFLSA-N,CC[C@]1(CC[C@@H](O1)[C@@]1(C)CC[C@]2(C[C@H](O)[C@@H](C)[C@H](O2)[C@H](C)[C@H](OC)[C@@H](C)C(O)=O)O1)[C@H]1O[C@@H](C[C@H]1C)[C@H]1O[C@@](O)(CO)[C@H](C)C[C@@H]1C,BGC0001670,monensin,GAOZTHIDHYLHMS-UHFFFAOYSA-N,CCC1(CCC(O1)C1(C)CCC2(CC(O)C(C)C(O2)C(C)C(OC)C(C)C(O)=O)O1)C1OC(CC1C)C1OC(O)(CO)C(C)CC1C
CCMSLIB00000579577,WIIZWVCIJKGZOK-RKDXNWHRSA-N,OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O,BGC0000893,Chloramphenicol,WIIZWVCIJKGZOK-UHFFFAOYSA-N,OCC(NC(=O)C(Cl)Cl)C(O)C1=CC=C(C=C1)N(=O)=O
CCMSLIB00000579712,HPNSFSBZBAHARI-RUDMXATFSA-N,COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)CCC(O)=O,BGC0000104,Mycophenolic acid,HPNSFSBZBAHARI-RUDMXATFSA-N,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C
CCMSLIB00000579712,HPNSFSBZBAHARI-RUDMXATFSA-N,COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)CCC(O)=O,BGC0001677,mycophenolic acid,HPNSFSBZBAHARI-RUDMXATFSA-N,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C
CCMSLIB00000084900,RDHDUYAKDYQPEW-HWLWSTNVSA-M,CC[C@H]([C@H]1O[C@@](CC)(C[C@@H]1C)[C@H]2CC[C@](O)(CC)[C@H](C)O2)C(=O)[C@@H](C)[C@@H](O)[C@H](C)CCc3ccc(C)c(O)c3C(=O)[O-].[Na+],BGC0000086,lasalocid,RDHDUYAKDYQPEW-UHFFFAOYSA-M,CCC(C1C(CC(O1)(CC)C2CCC(C(O2)C)(CC)O)C)C(=O)C(C)C(C(C)CCC3=C(C(=C(C=C3)C)O)C(=O)[O-])O.[Na+]
CCMSLIB00000084900,RDHDUYAKDYQPEW-HWLWSTNVSA-M,CC[C@H]([C@H]1O[C@@](CC)(C[C@@H]1C)[C@H]2CC[C@](O)(CC)[C@H](C)O2)C(=O)[C@@H](C)[C@@H](O)[C@H](C)CCc3ccc(C)c(O)c3C(=O)[O-].[Na+],BGC0000087,lasalocid,RDHDUYAKDYQPEW-UHFFFAOYSA-M,CCC(C1C(CC(O1)(CC)C2CCC(C(O2)C)(CC)O)C)C(=O)C(C)C(C(C)CCC3=C(C(=C(C=C3)C)O)C(=O)[O-])O.[Na+]
CCMSLIB00000084933,PCZOHLXUXFIOCF-BXMDZJJMSA-N,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,BGC0000088,Monacolin K,PCZOHLXUXFIOCF-YPQFMRJXSA-N,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@H](C)CC
