compound_name	class:subclass	as_classes	smiles	inchi_key	cf_kingdom	cf_superclass	cf_class	cf_subclass	cf_direct_parent	npc_class	npc_superclass	npc_pathway	npc_isglycoside
BGC0000168_viridicatumtoxin	Polyketide:Tetracycline	T1PKS,indole	COC1=C2C3=C(C(O)=C1)C(O)=C1C(=O)[C@]4(O)C(=O)C(C(N)=O)=C(O)C[C@]4(O)[C@@H](O)C1=C3C[C@]21C(C)=CCCC1(C)C	SUWQGLGDFGHZNH-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Tetracyclines		Tetracyclines	Other polyketide meroterpenoids	Meroterpenoids	Polyketides; Terpenoids	0
BGC0000170_yanuthone D	Polyketide:	T1PKS	CC(C)=CCC\C(C)=C\CC\C(C)=C\CC12O[C@@H]1C(=O)C(COC(=O)CC(C)(O)CC(O)=O)=CC2=O	NIBXHVDVUJEQPO-UHFFFAOYSA-N	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Merosesquiterpenoids	Meroterpenoids	Terpenoids	0
BGC0000171_9-methylstreptimidone	Polyketide:Other	transAT-PKS	[H][C@@](O)(CC1CC(=O)NC(=O)C1)CC(=O)[C@@]([H])(C)\C=C(/C)\C=C/C	ATUBIBZJAGAIBW-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Piperidines	Piperidinones	Piperidinediones	Piperidine alkaloids	Lysine alkaloids	Alkaloids	0
BGC0000172_basiliskamide A	Polyketide:	transAT-PKS	CC[C@@H](C)[C@H](OC(=O)\C=C\C1=CC=CC=C1)[C@H](C)[C@H](O)C\C=C\C=C/C(N)=O	QAHZDGAHECEVRM-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Cinnamic acids and derivatives	Cinnamic acid esters	Cinnamic acid esters	Cinnamic acids and derivatives; Open-chain polyketides	Phenylpropanoids (C6-C3); Linear polyketides	Polyketides; Shikimates and Phenylpropanoids	0
BGC0000172_basiliskamide B	Polyketide:	transAT-PKS	CC[C@@H](C)[C@H](O)[C@H](C)[C@@H](C\C=C\C=C/C(N)=O)OC(=O)\C=C\C1=CC=CC=C1	HCZNVGHFFHRIFM-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Cinnamic acids and derivatives	Cinnamic acid esters	Cinnamic acid esters	Cinnamic acids and derivatives; Open-chain polyketides	Phenylpropanoids (C6-C3); Linear polyketides	Polyketides; Shikimates and Phenylpropanoids	0
BGC0000173_bongkrekic acid	Polyketide:Polyene	transAT-PKS,T3PKS,PKS-like	C[C@@H](C/C=C/CC/C=C/C=C\C[C@H](/C(=C\C=C(/C)\C(=O)O)/C)OC)/C=C/C(=C\C(=O)O)\CC(=O)O	SHCXABJSXUACKU-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Tricarboxylic acids and derivatives	Tricarboxylic acids and derivatives	Branched fatty acids	Fatty Acids and Conjugates	Fatty acids	0
BGC0000173_isobongkrekic acid	Polyketide:Polyene	transAT-PKS,T3PKS,PKS-like	C[C@@H](C/C=C/CC/C=C/C=C\C[C@H](/C(=C\C=C(/C)\C(=O)O)/C)OC)/C=C/C(=C\C(=O)O)/CC(=O)O	SHCXABJSXUACKU-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Tricarboxylic acids and derivatives	Tricarboxylic acids and derivatives	Branched fatty acids	Fatty Acids and Conjugates	Fatty acids	0
BGC0000174_bryostatin	Polyketide:	transAT-PKS-like	CCC/C=C/C=C/C(=O)O[C@H]1/C(=C/C(=O)OC)/C[C@H]2C[C@@H](OC(=O)C[C@@H](C[C@@H]3CC(C([C@@](O3)(C[C@@H]4C/C(=C/C(=O)OC)/C[C@@H](O4)/C=C/C([C@@]1(O2)O)(C)C)O)(C)C)OC(=O)C)O)[C@@H](C)O	MJQUEDHRCUIRLF-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Pentacarboxylic acids and derivatives	Pentacarboxylic acids and derivatives	Bryostatins	Macrolides	Polyketides	1
BGC0000175_cycloheximide	Polyketide:Other	transAT-PKS,NRPS-like,lanthipeptide	[H][C@@](O)(CC1CC(=O)NC(=O)C1)[C@@]1([H])C[C@@H](C)C[C@H](C)C1=O	YPHMISFOHDHNIV-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Pyridines and derivatives	Hydropyridines	Tetrahydropyridines	Piperidine alkaloids	Lysine alkaloids	Alkaloids	0
BGC0000176_difficidin	Polyketide:,NRP:	transAT-PKS,transAT-PKS-like	CC1CC=CC=CC=CCCCC(OP(O)(O)=O)C(C)=CC=CCC(CCC(C)=CC=C)OC(=O)CC1=C	ZUWUQYGHRURWCL-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Macrolides and analogues		Macrolides and analogues	Polyene macrolides	Macrolides	Polyketides	0
BGC0000177_13-epi-dorrigocin A	Polyketide:Macrolide	transAT-PKS	CO[C@@H](\C=C\CC\C=C\C(O)=O)[C@@H](O)[C@H](C)\C=C(/C)[C@@H](O)[C@H](C)C(=O)CCCC1CC(=O)NC(=O)C1	HJCZOTBHYAPUHT-UHFFFAOYSA-N	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Lineolic acids and derivatives	Lineolic acids and derivatives	Piperidine alkaloids; Trichothecane sesquiterpenoids	Lysine alkaloids; Sesquiterpenoids	Alkaloids; Terpenoids	0
BGC0000177_dorrigocin A	Polyketide:Macrolide	transAT-PKS	COC(\C=C\CC\C=C\C(O)=O)C(O)C(C)\C=C(/C)C(O)C(C)C(=O)CCCC1CC(=O)NC(=O)C1	HJCZOTBHYAPUHT-UHFFFAOYSA-N	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Lineolic acids and derivatives	Lineolic acids and derivatives	Piperidine alkaloids; Trichothecane sesquiterpenoids	Lysine alkaloids; Sesquiterpenoids	Alkaloids; Terpenoids	0
BGC0000177_dorrigocin B	Polyketide:Macrolide	transAT-PKS	COC(\C=C\CC\C=C\C(O)=O)C(O)C(C)C(O)C(\C)=C\C(C)C(=O)CCCC1CC(=O)NC(=O)C1	YQDJUXPUIRGKNV-UHFFFAOYSA-N	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Lineolic acids and derivatives	Lineolic acids and derivatives	Piperidine alkaloids	Lysine alkaloids	Alkaloids	0
BGC0000177_iso-migrastatin	Polyketide:Macrolide	transAT-PKS	CO[C@H]1\C=C\CC\C=C\C(=O)OC([C@@H](C)[C@@H]1O)C(\C)=C\[C@H](C)C(=O)CCCC1CC(=O)NC(=O)C1	TYTDEHCAAKKYOG-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Macrolides and analogues		Macrolides and analogues	Piperidine alkaloids	Lysine alkaloids	Alkaloids	0
BGC0000177_migrastatin	Polyketide:Macrolide	transAT-PKS	COC1\C=C\CC\C=C\C(=O)OC(C(C)C(=O)CCCC2CC(=O)NC(=O)C2)\C(C)=C/C(C)C1O	OGYMUMAKGYYNHV-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Macrolides and analogues		Macrolides and analogues	Piperidine alkaloids	Lysine alkaloids	Alkaloids	0
BGC0000178_elansolid A1	Polyketide:Other	transAT-PKS-like,transAT-PKS,NRPS-like,PKS-like,T3PKS	[C@@]1(C)(O)C[C@@](C)(C)C2C1C=C(C)C([H])(/C=C\C=C\C=C/C(C(C)C(C/C=C(/C=C/C(O)=O)\C)O)O)C2C(OC)C1=CC=C(O)C=C1	YOOWNZNHXMGFGU-UHFFFAOYSA-N	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Long-chain fatty acids			Polyketides	0
BGC0000179_etnangien	Polyketide:Other	transAT-PKS	COC1CCCC(O)CC(OC(=O)CC(O)C(C)C(O)C(C)C(O)C(C)C\C=C\C=C/C1)C(C)C(O)\C=C(/C)\C=C\C=C\C=C\C=C\C=C\CC(O)\C=C(/C)CCC(O)=O	VHPBIOVAVQXSJO-UHFFFAOYSA-N	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Very long-chain fatty acids		Macrolides	Polyketides	0
BGC0000180_legioliulin	Polyketide:Other	NRPS-like,transAT-PKS-like	OC1=C2C(=O)OC(\C=C\C=C\C3=CC=CC=C3)=CC2=CC=C1	IFFMOWIJJAFQJN-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Isocoumarins and derivatives		Isocoumarins and derivatives	Isocoumarins	Coumarins	Shikimates and Phenylpropanoids	0
BGC0000181_macrolactin H	Polyketide:	transAT-PKS	CC1CCC\C=C/C=C/C(O)CC(O)C\C=C/C=C/C(O)C\C=C\C=C/C(=O)O1	XXDIJWSZFWZBRM-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Macrolides and analogues		Macrolides and analogues	Polyene macrolides	Macrolides	Polyketides	0
BGC0000182_pseudomonic acid A	Polyketide:Other	transAT-PKS,PKS-like,hserlactone	C[C@H](O)[C@H](C)[C@@H]1O[C@H]1C[C@H]1CO[C@@H](C\C(C)=C\C(=O)OCCCCCCCCC(O)=O)[C@H](O)[C@@H]1O	MINDHVHHQZYEEK-UHFFFAOYSA-N	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Medium-chain fatty acids	Open-chain polyketides	Linear polyketides	Polyketides	0
BGC0000184_sorangicin A	Polyketide:Other	transAT-PKS,transAT-PKS-like	CC(CCCCC(O)=O)\C=C(/C)C1OC2C\C=C\CC\C=C\C(O)C(O)[C@H]3C[C@H](O)C(C)C(C\C=C\[C@@H]4O[C@@H]5C[C@@H](O[C@@H]5\C=C\C=C/C=C\C(=O)OC1C=C2)[C@H]4C)O3	OTABDKFPJQZJRD-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Macrolides and analogues		Macrolides and analogues	Polyene macrolides	Macrolides	Polyketides	0
BGC0000185_tartrolon	Polyketide:	transAT-PKS	[B-]123OC4C(=O)OC(CC/C=C\CCCCC(CC(=O)C([C@@H]5CC[C@H]([C@@](O1)(O5)C(O2)C(=O)OC(CC/C=C\C=C\CCC(CC(=O)C([C@@H]6CC[C@H]([C@]4(C6)O3)C)C)O)C)C)C)O)C.[Na+]	NKWYNSUIPULBQK-UHFFFAOYSA-N						Boromycins; Lanostane, Tirucallane and Euphane triterpenoids	Macrolides; Triterpenoids	Polyketides; Terpenoids	0
BGC0000186_thailandamide	NRP:,Polyketide:Polyene	transAT-PKS-like,transAT-PKS,PKS-like,NRPS	COC(C(C)C(O)=O)C(\C)=C\C=C\C=C(/C)\C=C\CC(O)CC(=O)\C=C\C=C(/C)\C=C\C(C)NC(=O)C(C)C\C=C\CC(O)CC1=CC=C(O)C=C1	OLQJTQUNKZJRHG-UHFFFAOYSA-N	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Very long-chain fatty acids	Open-chain polyketides	Linear polyketides	Polyketides	0
BGC0000186_thailandamide lactone	NRP:,Polyketide:Polyene	transAT-PKS-like,transAT-PKS,PKS-like,NRPS	CO[C@H]1[C@@H](C)C(=O)O[C@@]1(C)\C=C\C=C\C(\C)=C\C=C\C(\O)=C\C(=O)\C=C\C=C(/C)\C=C\C(C)NC(=O)C(C)C\C=C\CC(O)CC1=CC=C(O)C=C1	TXLZSYDNMDHWLZ-UHFFFAOYSA-N	Organic compounds	Benzenoids	Phenols	1-hydroxy-2-unsubstituted benzenoids	1-hydroxy-2-unsubstituted benzenoids	Simple amide alkaloids	Peptide alkaloids	Alkaloids	0
BGC0000187_asukamycin	Polyketide:Polyene	furan	OC1=C(NC(=O)\C=C\C=C/C=C\[C@]2(O)C=C(NC(=O)\C=C\C=C\C=C\C3CCCCC3)C(=O)C3OC23)C(=O)CC1	SSHVAUUEPNULMP-UHFFFAOYSA-N	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbonyl compounds	Cyclohexenones	Linear polyenes	Linear polyketides	Polyketides	0
BGC0000188_decarbamoylsaxitoxin	Alkaloid:Purine		C1CN2C(=N[C@H]([C@H]3[C@]2(C1(O)O)N=C(N3)N)CO)N	VRRIYZJUSNMZMP-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Saxitoxins, gonyautoxins, and derivatives		Saxitoxins, gonyautoxins, and derivatives	Saxitoxins	Guanidine alkaloids	Alkaloids	0
BGC0000188_gonyautoxin 2	Alkaloid:Purine		C1[C@H](C([C@@]23N1C(=N[C@H]([C@@H]2NC(=N3)N)COC(=O)N)N)(O)O)OS(=O)(=O)O	ARSXTTJGWGCRRR-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Saxitoxins, gonyautoxins, and derivatives		Saxitoxins, gonyautoxins, and derivatives	Saxitoxins	Guanidine alkaloids	Alkaloids	0
BGC0000188_neosaxitoxin	Alkaloid:Purine		C1CN2C(=N)N([C@H]([C@H]3[C@]2(C1(O)O)N=C(N3)N)COC(=O)N)O	PPEKGEBBBBNZKS-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Saxitoxins, gonyautoxins, and derivatives		Saxitoxins, gonyautoxins, and derivatives	Saxitoxins	Guanidine alkaloids	Alkaloids	0
BGC0000188_saxitoxin	Alkaloid:Purine		C1CN2C(=N[C@H]([C@H]3[C@]2(C1(O)O)N=C(N3)N)COC(=O)N)N	RPQXVSUAYFXFJA-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Saxitoxins, gonyautoxins, and derivatives		Saxitoxins, gonyautoxins, and derivatives	Saxitoxins	Guanidine alkaloids	Alkaloids	0
BGC0000189_3-(2'-acetoxy-3'-oxo-4'-methylhexyl)-indole	Polyketide:Other		CCC(C)C(=O)C(CC1=CNC2=C1C=CC=C2)OC(C)=O	QIUGSZAEYGGUPJ-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Indoles and derivatives	Indoles	3-alkylindoles	Simple indole alkaloids	Tryptophan alkaloids	Alkaloids	0
BGC0000189_3-(2'-acetoxy-3'-oxo-4'-methylpentyl)-indole	Polyketide:Other		CC(C)C(=O)C(CC1=CNC2=C1C=CC=C2)OC(C)=O	MNIVLQOKRHODTM-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Indoles and derivatives	Indoles	3-alkylindoles	Simple indole alkaloids	Tryptophan alkaloids	Alkaloids	0
BGC0000189_3-(2'-hydroxy-3'-oxo-4'-methylhexyl)-indole	Polyketide:Other		CCC(C)C(=O)C(O)CC1=CNC2=C1C=CC=C2	GRVFODKSPHRUNC-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Indoles and derivatives	Indoles	3-alkylindoles	Simple indole alkaloids	Tryptophan alkaloids	Alkaloids	0
BGC0000189_3-(2'-hydroxy-3'-oxo-4'-methylpentyl)-indole	Polyketide:Other		CC(C)C(=O)C(O)CC1=CNC2=C1C=CC=C2	AWOMKVFSCPBMJX-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Indoles and derivatives	Indoles	3-alkylindoles	Simple indole alkaloids	Tryptophan alkaloids	Alkaloids	0
BGC0000190_A-74528	Polyketide:	T2PKS	C[C@H]1[C@H](O)[C@H]2CC(O)=C3C(=O)C4=C(O)C=C(O)C=C4[C@H]4C(=O)C5=C([C@@H]2[C@@]34CC2=CC(O)=CC(=O)O2)C1=C(O)C=C5O	GCGBDMCNOQTZDY-UHFFFAOYSA-N	Organic compounds	Benzenoids	Phenanthrenes and derivatives		Phenanthrenes and derivatives	Anthraquinones and anthrones	Polycyclic aromatic polyketides	Polyketides	0
BGC0000191_aclacinomycin	Polyketide:	T2PKS,PKS-like	CC[C@]1(C[C@@H](C2=C([C@H]1C(=O)OC)C=C3C(=C2O)C(=O)C4=C(C3=O)C=CC=C4O)OC5CC(C(C(O5)C)OC6CC(C(C(O6)C)OC7CCC(=O)C(O7)C)O)N(C)C)O	USZYSDMBJDPRIF-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Anthracyclines		Anthracyclines	Anthracyclines	Polycyclic aromatic polyketides	Polyketides	1
BGC0000192_aclacinomycin	Polyketide:	T2PKS,PKS-like	CC[C@]1(C[C@@H](C2=C([C@H]1C(=O)OC)C=C3C(=C2O)C(=O)C4=C(C3=O)C=CC=C4O)OC5CC(C(C(O5)C)OC6CC(C(C(O6)C)OC7CCC(=O)C(O7)C)O)N(C)C)O	USZYSDMBJDPRIF-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Anthracyclines		Anthracyclines	Anthracyclines	Polycyclic aromatic polyketides	Polyketides	1
BGC0000193_aclacinomycin	Polyketide:		CC[C@]1(C[C@@H](C2=C([C@H]1C(=O)OC)C=C3C(=C2O)C(=O)C4=C(C3=O)C=CC=C4O)OC5CC(C(C(O5)C)OC6CC(C(C(O6)C)OC7CCC(=O)C(O7)C)O)N(C)C)O	USZYSDMBJDPRIF-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Anthracyclines		Anthracyclines	Anthracyclines	Polycyclic aromatic polyketides	Polyketides	1
BGC0000194_actinorhodin	Polyketide:Benzoisochromanequinone	T2PKS	C[C@@H]1C2=C(C3=C(C(=O)C=C(C3=O)C4=CC(=O)C5=C(C4=O)C(=C6[C@H](O[C@@H](CC6=C5O)CC(=O)O)C)O)C(=C2C[C@H](O1)CC(=O)O)O)O	FXTIILIJTTYSLT-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Isochromanequinones		Isochromanequinones	Bisnaphthalenes; Naphthoquinones	Naphthalenes	Polyketides	0
BGC0000195_1,6-dihydro-8-propylanthraquinone	Polyketide:Other	T2PKS	O=C1C2=C(C=C(O)C=C2CCC)C(C3=CC=CC(O)=C31)=O	HBNFWKSLJKIOTM-UHFFFAOYSA-N	Organic compounds	Benzenoids	Anthracenes	Anthraquinones	Hydroxyanthraquinones	Anthraquinones and anthrones	Polycyclic aromatic polyketides	Polyketides	0
BGC0000195_K1115A	Polyketide:Other	T2PKS	O=C1C2=C(C=C(O)C(C(O)=O)=C2CCC)C(C3=CC=CC(O)=C31)=O	FNFBCXUSCQLQFP-UHFFFAOYSA-N	Organic compounds	Benzenoids	Anthracenes	Anthracenecarboxylic acids and derivatives	Anthracenecarboxylic acids	Anthraquinones and anthrones	Polycyclic aromatic polyketides	Polyketides	0
BGC0000195_alnumycin A	Polyketide:Other	T2PKS	OC1=C2C(C=C(C)O[C@@H]2CCC)=CC3=C1C(C([C@]4([H])O[C@@H](CO)[C@H](O)CO4)=CC3=O)=O	DRXHQLTVRTWTGH-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Isochromanequinones		Isochromanequinones	Naphthoquinones	Naphthalenes	Polyketides	0
BGC0000195_alnumycin B	Polyketide:Other	T2PKS	CC(O[C@@H]1CCC)=CC(C1=C2O)=CC3=C2C(C([C@@]4([H])O[C@@](CO[C@H]5O)([H])[C@@]5([H])O4)=CC3=O)=O	HLMIGMDSLGMUPV-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Isochromanequinones		Isochromanequinones	Naphthoquinones	Naphthalenes	Polyketides	1
BGC0000195_alnumycin C	Polyketide:Other	T2PKS	CC(O[C@@H]1CCC)=CC(C1=C2O)=CC3=C2C(C([C@]4([H])O[C@H](CO)[C@@H](O)[C@H]4O)=CC3=O)=O	SZBHSSGJBUMHOR-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Naphthopyrans	Naphthopyranones	Naphthopyranone glycosides	Naphthoquinones	Naphthalenes	Polyketides	0
BGC0000195_alnumycin P	Polyketide:Other	T2PKS	CC(O[C@@H]1CCC)=CC(C1=C2O)=CC3=C2C(C([C@]4([H])O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]4O)=CC3=O)=O	JIJJRIRNXFXAGS-UHFFFAOYSA-L	Organic compounds	Organoheterocyclic compounds	Naphthopyrans	Naphthopyranones	Naphthopyranone glycosides	Naphthoquinones	Naphthalenes	Polyketides	0
BGC0000195_prealnumycin	Polyketide:Other	T2PKS	CC(O[C@@H]1CCC)=CC(C1=C2O)=CC3=C2C(C=CC3=O)=O	XSRXAOMSAQPHJV-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Isochromanequinones		Isochromanequinones	Naphthoquinones	Naphthalenes	Polyketides	0
BGC0000195_thalnumycin A	Polyketide:Other	T2PKS	OC1=C(C(C2CC)=O)C(CC2(O)C)=CC3=CC=CC(O)=C31	KQOFVLPGXXYGGX-UHFFFAOYSA-N	Organic compounds	Benzenoids	Anthracenes		Anthracenes	Anthraquinones and anthrones; Naphthalenes and derivatives	Naphthalenes; Polycyclic aromatic polyketides	Polyketides	0
BGC0000195_thalnumycin B	Polyketide:Other	T2PKS	OC1=C(C(C2CC)=O)C(CC2(O)C)=CC3=C(O)C=CC(O)=C31	CQSRSVXGANMYIU-UHFFFAOYSA-N	Organic compounds	Benzenoids	Anthracenes		Anthracenes	Anthraquinones and anthrones; Naphthalenes and derivatives; Naphthoquinones	Naphthalenes; Polycyclic aromatic polyketides	Polyketides	0
BGC0000196_AQ-256	Polyketide:Other		Oc3cccc2C(=O)c1cc(O)cc(O)c1C(=O)c23	VVEKCQAFOLKNKB-UHFFFAOYSA-N	Organic compounds	Benzenoids	Anthracenes	Anthraquinones	Hydroxyanthraquinones	Anthraquinones and anthrones	Polycyclic aromatic polyketides	Polyketides	0
BGC0000196_AQ-270a	Polyketide:Other		Oc3cccc2C(=O)c1cc(O)cc(OC)c1C(=O)c23	MKPXKUVNBNOJOI-UHFFFAOYSA-N	Organic compounds	Benzenoids	Anthracenes	Anthraquinones	Hydroxyanthraquinones	Anthraquinones and anthrones	Polycyclic aromatic polyketides	Polyketides	0
BGC0000196_AQ-284a	Polyketide:Other		Oc3cccc2C(=O)c1cc(cc(OC)c1C(=O)c23)OC	MCHNUYTWURIGNT-UHFFFAOYSA-N	Organic compounds	Benzenoids	Anthracenes	Anthraquinones	Anthraquinones	Anthraquinones and anthrones	Polycyclic aromatic polyketides	Polyketides	0
BGC0000197_aranciamycin	Polyketide:Anthracycline,Saccharide:hybrid/tailoring	T2PKS	CO[C@@H]1[C@H](O)[C@@H](O)[C@H](C)O[C@H]1O[C@H]1[C@H](OC)[C@](C)(O)C(=O)C2=CC3=C(C(O)=C12)C(=O)C1=C(C=CC=C1O)C3=O	PGCZNTNNZCKKFG-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Anthracyclines		Anthracyclines	Angucyclines; Anthraquinones and anthrones	Polycyclic aromatic polyketides	Polyketides	1
BGC0000198_arenimycin A	Polyketide:Benzoisochromanequinone,Saccharide:hybrid/tailoring	T2PKS	CC1=CC2=C(C(O)=C1C(OC)=O)[C@]3(C(C4=CC5=C(C(O)=C4C([C@]3(CC2)OC)=O)C(C=C(C5=O)N[C@@H]6[C@@H]([C@H]([C@H]([C@@H](O6)C)O)O)OC)=O)=O)O	VACDYOFFZQTSPN-UHFFFAOYSA-N	Organic compounds	Benzenoids	Naphthacenes	Tetracenequinones	Tetracenequinones	Naphthoquinones	Naphthalenes	Polyketides	1
BGC0000199_arimetamycin A	Polyketide:Tetracycline,Saccharide:hybrid/tailoring	T2PKS,oligosaccharide	CO[C@H]1[C@H](O[C@H]2C[C@@](C)([C@H](O[C@H]3C[C@](C)(O)[C@@H]([C@H](C)O3)N(C)C)[C@H](C)O2)N(C)C)C2=C(C=C3C(=O)C4=C(C(O)=CC(OC)=C4)C(=O)C3=C2O)C(=O)[C@@]1(C)O	ORGPJBCXHIHCRV-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Anthracyclines		Anthracyclines	Anthracyclines	Polycyclic aromatic polyketides	Polyketides	1
BGC0000199_arimetamycin B	Polyketide:Tetracycline,Saccharide:hybrid/tailoring	T2PKS,oligosaccharide	CO[C@H]1[C@H](O[C@H]2C[C@H](O)[C@@H](O)[C@H](C)O2)C2=C(C=C3C(=O)C4=C(C(O)=CC(OC)=C4)C(=O)C3=C2O)C(=O)[C@@]1(C)O	IOBWMUZXCVXZEC-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Anthracyclines		Anthracyclines	Angucyclines; Anthraquinones and anthrones	Polycyclic aromatic polyketides	Polyketides	1
BGC0000199_arimetamycin C	Polyketide:Tetracycline,Saccharide:hybrid/tailoring	T2PKS,oligosaccharide	CO[C@H]1[C@@H](C2=C(C([C@]1(O)C)=O)C=C3C(C4=C(C(C3=C2O)=O)C(O)=CC(OC)=C4)=O)O[C@H]5C[C@@H]([C@H]([C@@H](O5)C)O)OC	SAOHATURIARFGY-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Anthracyclines		Anthracyclines	Angucyclines; Anthraquinones and anthrones	Polycyclic aromatic polyketides	Polyketides	1
BGC0000200_arixanthomycin A	Polyketide:Other,Saccharide:hybrid/tailoring	T2PKS	O=C(C1=CC=CC(O[C@H]2[C@H](OC)[C@@H](OC)[C@H](OC)[C@@H](C)O2)=C1O3)C4=C3C(O)=C(CCC5=C6C(O)=C7C(C[C@@](C)(OC[C@]8([H])C(O)=O)N8C7=O)=C5)C6=C4O	IVHSBKKKCDBQDC-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Naphthopyrans	Naphthopyranones	Naphthopyranone glycosides	Ericamycins	Polycyclic aromatic polyketides	Polyketides	1
BGC0000200_arixanthomycin B	Polyketide:Other,Saccharide:hybrid/tailoring	T2PKS	O=C(C1=CC=CC(O)=C1O2)C3=C2C(C)=C(CCC4=C5C(O)=C6C(C[C@@](C)(OC[C@]7([H])C(O)=O)N7C6=O)=C4)C5=C3O	AHGAWEHPVFEMKO-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Benzopyrans	1-benzopyrans	Xanthones	Ericamycins	Polycyclic aromatic polyketides	Polyketides	0
BGC0000200_arixanthomycin C	Polyketide:Other,Saccharide:hybrid/tailoring	T2PKS	O=C(C1=CC=CC(O)=C1O2)C3=C2C([H])=C(CCC4=C5C(O)=C6C(C[C@@](C)(OC[C@]7([H])C(O)=O)N7C6=O)=C4)C5=C3O	NIGFPOVBJFGJLQ-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Benzopyrans	1-benzopyrans	Xanthones	Ericamycins	Polycyclic aromatic polyketides	Polyketides	0
BGC0000201_auricin	Polyketide:Angucycline,Saccharide:hybrid/tailoring	T2PKS	OC1=CC=CC2=C1C(C([C@]3(O[C@H](C)CC([C@H]3OC4CCC(N(C)C)C(C)O4)=O)O[C@@](C5)([H])[C@]6([H])OC5=O)=C6C2=O)=O	DIESPMSGQPRWLG-UHFFFAOYSA-N							Polycyclic aromatic polyketides	Polyketides	1
BGC0000202_azicemicin B	Polyketide:	T2PKS	COC1=C(O)C2=C(C=C1O)C(OC)=C1C(C(=O)CC3CC(O)(CC(=O)C13O)C1CN1)=C2O	UYHQCZYRKRLVIT-UHFFFAOYSA-N	Organic compounds	Benzenoids	Phenanthrenes and derivatives		Phenanthrenes and derivatives	Angucyclines	Polycyclic aromatic polyketides	Polyketides	0
